pile_slug,character_short_name,value_type,value_index,choice,display_label,friendly_text,value_range_min,value_range_max,scalar,image_url,taxa_count_api
woody-angiosperms,scales_on_branchlets_wa,TEXT,0,present,present,there are scales on the twig surface,,,,,11
woody-angiosperms,scales_on_branchlets_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,scales_on_branchlets_wa,TEXT,2,absent,absent,there are no scales on the twig surface,,,,,311
woody-angiosperms,scent_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,scent_wa,TEXT,1,pleasantly aromatic,pleasantly aromatic,the plant has a pleasantly aromatic odor,,,,,40
woody-angiosperms,scent_wa,TEXT,2,not aromatic or unpleasantly aromatic,not aromatic or unpleasantly aromatic,"the plant does not have much of an odor, or it has an unpleasant or repellant odor",,,,,486
woody-angiosperms,sepal_appearance_wa,TEXT,0,petaloid,petaloid,the sepals resemble petals in color and texture,,,,,41
woody-angiosperms,sepal_appearance_wa,TEXT,1,sepaloid,sepaloid,the sepals resemble leaves in color and texture,,,,,190
woody-angiosperms,sepal_appearance_wa,TEXT,2,NA,NA,,,,,,52
woody-angiosperms,sepal_cilia_Ilex_wa,TEXT,0,NA,NA,,,,,,544
woody-angiosperms,sepal_cilia_Ilex_wa,TEXT,1,absent or very sparse,absent or very sparse,"there are no cilia on the sepal edges, or there are very few",,,,,3
woody-angiosperms,sepal_cilia_Ilex_wa,TEXT,2,present and abundant,present and abundant,the sepal edges have cilia on them,,,,https://newfs.s3.amazonaws.com/character-value-images/sepal-cilia-ilex.gif,3
woody-angiosperms,sepal_fusion_wa,TEXT,0,NA,NA,,,,,,64
woody-angiosperms,sepal_fusion_wa,TEXT,1,connate,connate,"the sepals are fused to each other (not other flower parts), at least near their bases",,,,https://newfs.s3.amazonaws.com/character-value-images/sepal-fusion-connate.gif,221
woody-angiosperms,sepal_fusion_wa,TEXT,2,distinct,distinct,the sepals are separate from one another,,,,https://newfs.s3.amazonaws.com/character-value-images/sepal-fusion-distinct.gif,118
woody-angiosperms,sepal_marginal_glands_wa,TEXT,0,absent,absent,there are no glands at the tips of the sepal lobes,,,,,288
woody-angiosperms,sepal_marginal_glands_wa,TEXT,1,NA,NA,,,,,,49
woody-angiosperms,sepal_marginal_glands_wa,TEXT,2,present,present,there are glands at the tips of the sepal lobes,,,,https://newfs.s3.amazonaws.com/character-value-images/sepal-gland-prunus.gif,72
woody-angiosperms,shape_of_distal_portion_of_bud_scar_Fraxinus_wa,TEXT,0,NA,NA,,,,,,543
woody-angiosperms,shape_of_distal_portion_of_bud_scar_Fraxinus_wa,TEXT,1,deeply concave,deeply concave,"the upper edge of the bud scar is deeply concave, like a smile",,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-fraxinus-concave.gif,1
woody-angiosperms,shape_of_distal_portion_of_bud_scar_Fraxinus_wa,TEXT,2,straight or shallowly concave,straight or shallowly concave,the upper edge of the bud scar is straight across or slightly concave,,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-fraxinus-straight.gif,2
woody-angiosperms,short_shoots_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,short_shoots_wa,TEXT,1,present,present,there are peg- or knob-like shoots present,,,,https://newfs.s3.amazonaws.com/character-value-images/short-shoot.gif,38
woody-angiosperms,short_shoots_wa,TEXT,2,absent,absent,there are no peg- or knob-like shoots present,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-scar-arrangement-alternate.gif,257
woody-angiosperms,stamen_fusion_within_cycle_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,stamen_fusion_within_cycle_wa,TEXT,1,distinct,distinct,the stamens are not fused to one another,,,,https://newfs.s3.amazonaws.com/character-value-images/stamen-fusion-distinct.gif,363
woody-angiosperms,stamen_fusion_within_cycle_wa,TEXT,2,connate,connate,the stamens are fused to one another at or near their bases,,,,https://newfs.s3.amazonaws.com/character-value-images/stamen-fusion-connate.gif,17
woody-angiosperms,stamen_number_wa,TEXT,0,10,10,10,,,,,141
woody-angiosperms,stamen_number_wa,TEXT,1,5,5,5,,,,,190
woody-angiosperms,stamen_number_wa,TEXT,2,NA,NA,,,,,,0
woody-angiosperms,stamen_number_wa,TEXT,3,1 or 2,1 or 2,1 or 2,,,,,72
woody-angiosperms,stamen_number_wa,TEXT,4,6,6,6,,,,,103
woody-angiosperms,stamen_number_wa,TEXT,5,0,0,0,,,,,2
woody-angiosperms,stamen_number_wa,TEXT,6,12,12,12,,,,,66
woody-angiosperms,stamen_number_wa,TEXT,7,7,7,7,,,,,88
woody-angiosperms,stamen_number_wa,TEXT,8,8,8,8,,,,,115
woody-angiosperms,stamen_number_wa,TEXT,9,3,3,3,,,,,36
woody-angiosperms,stamen_number_wa,TEXT,10,9,9,9,,,,,84
woody-angiosperms,stamen_number_wa,TEXT,11,13 or more,13 or more,13 or more,,,,,169
woody-angiosperms,stamen_number_wa,TEXT,12,4,4,4,,,,,114
woody-angiosperms,stamen_number_wa,TEXT,13,11,11,11,,,,,50
woody-angiosperms,stamen_position_wa,TEXT,0,NA,NA,,,,,,230
woody-angiosperms,stamen_position_wa,TEXT,1,antesepalous,antesepalous,the stamens are lined up with the sepals (antesepalous),,,,https://newfs.s3.amazonaws.com/character-value-images/stamen-position-antesepalous.gif,70
woody-angiosperms,stamen_position_wa,TEXT,2,antepetalous,antepetalous,the stamens are lined up with the petals (antepetalous),,,,https://newfs.s3.amazonaws.com/character-value-images/stamen-position-antepetalous.gif,57
woody-angiosperms,stipitate_glands_on_hypanthium_Rosa_wa,TEXT,0,NA,NA,,,,,,531
woody-angiosperms,stipitate_glands_on_hypanthium_Rosa_wa,TEXT,1,absent,absent,there are no stalked glands on the fruit,,,,,14
woody-angiosperms,stipitate_glands_on_hypanthium_Rosa_wa,TEXT,2,present,present,the fruit has stalked glands on it,,,,,7
woody-angiosperms,stipules_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,stipules_wa,TEXT,1,present,present,the plant has stipules,,,,https://newfs.s3.amazonaws.com/character-value-images/stipule.gif,185
woody-angiosperms,stipules_wa,TEXT,2,absent or rudimentary or caducous,absent or rudimentary or caducous,"there are no stipules on the plant, or they fall off as the leaf expands",,,,https://newfs.s3.amazonaws.com/character-value-images/petiole.gif,216
woody-angiosperms,superposed_buds_wa,TEXT,0,absent,absent,there are no superposed buds on the branch,,,,,522
woody-angiosperms,superposed_buds_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,superposed_buds_wa,TEXT,2,present,present,there are superposed buds above the main (terminal) bud,,,,https://newfs.s3.amazonaws.com/character-value-images/superposed-bud.gif,17
woody-angiosperms,terminal_bud_wa,TEXT,0,absent,absent,there is no terminal bud on the branch,,,,,43
woody-angiosperms,terminal_bud_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,terminal_bud_wa,TEXT,2,present,present,the branch has a terminal bud on it,,,,https://newfs.s3.amazonaws.com/character-value-images/terminal-bud.gif,66
woody-angiosperms,winter_branchlet_color_wa,TEXT,0,blue,blue,blue,,,,,1
woody-angiosperms,winter_branchlet_color_wa,TEXT,1,gray,gray,gray,,,,,245
woody-angiosperms,winter_branchlet_color_wa,TEXT,2,white,white,white,,,,,13
woody-angiosperms,winter_branchlet_color_wa,TEXT,3,red,red,red,,,,,344
woody-angiosperms,winter_branchlet_color_wa,TEXT,4,black,black,black,,,,,5
woody-angiosperms,winter_branchlet_color_wa,TEXT,5,green,green,green,,,,,91
woody-angiosperms,winter_branchlet_color_wa,TEXT,6,brown,brown,brown,,,,,482
woody-angiosperms,winter_branchlet_color_wa,TEXT,7,purple,purple,purple,,,,,95
woody-angiosperms,winter_branchlet_color_wa,TEXT,8,orange,orange,orange,,,,,37
woody-angiosperms,winter_branchlet_color_wa,TEXT,9,NA,NA,,,,,,2
woody-angiosperms,winter_branchlet_color_wa,TEXT,10,yellow,yellow,yellow,,,,,65
woody-angiosperms,winter_bud_covering_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,winter_bud_covering_wa,TEXT,1,naked,naked,the winter bud is naked (not covered with scales),,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-naked.gif,15
woody-angiosperms,winter_bud_covering_wa,TEXT,2,perulate,perulate,the winter bud is perulate (partially or completely covered with one or more scales),,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-perulate.gif,193
woody-angiosperms,winter_bud_distribution_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,winter_bud_distribution_wa,TEXT,1,conspicuously clustered near branchlet apex,conspicuously clustered near branchlet apex,the winter buds are clustered near the tip of the twig,,,,https://newfs.s3.amazonaws.com/character-value-images/buds-clustered-at-top.gif,14
woody-angiosperms,winter_bud_distribution_wa,TEXT,2,rather uniform,rather uniform,the winter buds are distributed fairly evenly along the twig,,,,https://newfs.s3.amazonaws.com/character-value-images/buds-uniform.gif,53
woody-angiosperms,winter_bud_position_wa,TEXT,0,embedded in petiole base,embedded in petiole base,the winter bud has a leaf scar partially or completely surrounding it,,,,,9
woody-angiosperms,winter_bud_position_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,winter_bud_position_wa,TEXT,2,in leaf axil,in leaf axil,the winter bud has a leaf scar just below it,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-bundle-scar.gif,29
woody-angiosperms,winter_bud_scale_indument_wa,TEXT,0,NA,NA,,,,,,7
woody-angiosperms,winter_bud_scale_indument_wa,TEXT,1,pubescent,pubescent,the winter bud scales are hairy,,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-pubescent.gif,65
woody-angiosperms,winter_bud_scale_indument_wa,TEXT,2,glabrous,glabrous,the winter bud scales have no hairs on them,,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-glabrous.gif,85
woody-angiosperms,winter_bud_scale_number_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,winter_bud_scale_number_wa,TEXT,1,absent,absent,there are no scales on the winter buds,,,,,24
woody-angiosperms,winter_bud_scale_number_wa,TEXT,2,two and valvate,two and valvate,"there are two scales on the winter bud, and their edges meet",,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-2.gif,87
woody-angiosperms,winter_bud_scale_number_wa,TEXT,3,three or more and imbricate,three or more and imbricate,"there are three or more scales on the winter bud, and they overlap like shingles, with one edge covered and the other edge exposed",,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-3.gif,392
woody-angiosperms,winter_bud_scale_number_wa,TEXT,4,one and cap-like,one and cap-like,"there is one scale on the winter bud, and it covers the scale like a cap",,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-1.gif,37
woody-angiosperms,winter_bud_shape_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,winter_bud_shape_wa,TEXT,1,other,other,the winter buds are a shape other than the choices given,,,,,11
woody-angiosperms,winter_bud_shape_wa,TEXT,2,conical,conical,the winter buds are conical (cone-shaped),,,,https://newfs.s3.amazonaws.com/character-value-images/conical-generic.gif,18
woody-angiosperms,winter_bud_shape_wa,TEXT,3,ellipsoid,ellipsoid,the winter buds are ellipsoid (elliptical in three dimensions),,,,https://newfs.s3.amazonaws.com/character-value-images/ellipsoid-generic.gif,13
woody-angiosperms,winter_bud_shape_wa,TEXT,4,globose,globose,"the winter buds are globose (spherical, globe-shaped)",,,,https://newfs.s3.amazonaws.com/character-value-images/globose-generic.gif,20
woody-angiosperms,winter_bud_shape_wa,TEXT,5,lanceoloid,lanceoloid,"the winter buds are lanceoloid (lance-shaped, widest below the middle and tapering to the ends)",,,,https://newfs.s3.amazonaws.com/character-value-images/lanceoloid-generic.gif,14
woody-angiosperms,winter_bud_shape_wa,TEXT,6,ovoid,ovoid,the winter buds are ovoid (egg-shaped),,,,https://newfs.s3.amazonaws.com/character-value-images/ovoid-generic.gif,111
woody-angiosperms,winter_bud_stalks_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,winter_bud_stalks_wa,TEXT,1,present,present,the winter buds have short stalks,,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-stalk.gif,15
woody-angiosperms,winter_bud_stalks_wa,TEXT,2,absent,absent,the winter buds have no stalks,,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-glabrous.gif,282
